Country,Year,Share below $3 a day
United Kingdom,1970,0.1
United Kingdom,1971,0.1
United Kingdom,1972,0.2
United Kingdom,1973,0
United Kingdom,1974,0.2
United Kingdom,1975,0.2
United Kingdom,1976,0.1
United Kingdom,1977,0.2
United Kingdom,1978,0.1
United Kingdom,1979,0.1
United Kingdom,1980,0.1
United Kingdom,1981,0.1
United Kingdom,1982,0.1
United Kingdom,1983,0.1
United Kingdom,1984,0.1
United Kingdom,1985,0.1
United Kingdom,1986,0.3
United Kingdom,1987,0.1
United Kingdom,1988,0.1
United Kingdom,1989,0.2
United Kingdom,1990,0.1
United Kingdom,1991,0.1
United Kingdom,1992,0.1
United Kingdom,1993,0.2
United Kingdom,1994,0.4
United Kingdom,1995,0.3
United Kingdom,1996,0.2
United Kingdom,1997,0.2
United Kingdom,1998,0.3
United Kingdom,1999,0.3
United Kingdom,2000,0.3
United Kingdom,2001,0.3
United Kingdom,2002,0.3
United Kingdom,2003,0.3
United Kingdom,2004,0.3
United Kingdom,2005,0.3
United Kingdom,2006,0.3
United Kingdom,2007,0.3
United Kingdom,2008,0.4
United Kingdom,2009,0.4
United Kingdom,2010,0.3
United Kingdom,2011,0.3
United Kingdom,2012,0.4
United Kingdom,2013,0.2
United Kingdom,2014,0.4
United Kingdom,2015,0.3
United Kingdom,2016,0.4
United Kingdom,2017,0.4
United Kingdom,2018,0.4
United Kingdom,2019,0.4
United Kingdom,2020,0.5
United Kingdom,2021,0.4
United States,1963,1.6
United States,1964,1.5
United States,1965,1.3000001
United States,1966,1.2
United States,1967,1.1
United States,1968,0.9
United States,1969,0.70000005
United States,1970,1.1
United States,1971,0.9
United States,1972,0.8
United States,1973,0.8
United States,1974,0.9
United States,1975,0.70000005
United States,1976,0.70000005
United States,1977,0.6
United States,1978,0.6
United States,1979,0.70000005
United States,1980,0.6
United States,1981,0.6
United States,1982,0.8
United States,1983,0.70000005
United States,1984,0.6
United States,1985,0.6
United States,1986,0.6
United States,1987,0.6
United States,1988,0.5
United States,1989,0.5
United States,1990,0.5
United States,1991,0.6
United States,1992,0.6
United States,1993,0.6
United States,1994,0.70000005
United States,1995,0.70000005
United States,1996,0.70000005
United States,1997,0.8
United States,1998,0.9
United States,1999,0.70000005
United States,2000,0.8
United States,2001,0.9
United States,2002,0.9
United States,2003,1
United States,2004,1.1
United States,2005,1
United States,2006,1.1
United States,2007,1
United States,2008,1.1
United States,2009,1
United States,2010,1.1
United States,2011,1.1
United States,2012,1.1
United States,2013,1.1
United States,2014,1.3000001
United States,2015,1.2
United States,2016,1.2
United States,2017,1.3000001
United States,2018,1.1
United States,2019,1
United States,2020,0.4
United States,2021,0.3
United States,2022,1.4000001
United States,2023,1.2
United States,2024,1.1
Uruguay,2006,1.0247957
Uruguay,2007,0.7409602
Uruguay,2008,0.4102528
Uruguay,2009,0.43807378
Uruguay,2010,0.29160225
Uruguay,2011,0.24554183
Uruguay,2012,0.26949468
Uruguay,2013,0.3063146
Uruguay,2014,0.2115371
Uruguay,2015,0.21638308
Uruguay,2016,0.1253963
Uruguay,2017,0.11754421
Uruguay,2018,0.09022135
Uruguay,2019,0.1317269
Uruguay,2020,0.27661452
Uruguay,2021,0.15432957
Uruguay,2022,0.24023405
Uruguay,2023,0.1693897
Uruguay,2024,0.16715977
Uruguay (urban),1981,0
Uruguay (urban),1989,1.0446085
Uruguay (urban),1992,0.86906666
Uruguay (urban),1995,0.8450753
Uruguay (urban),1996,0.8616103
Uruguay (urban),1997,0.73992497
Uruguay (urban),1998,0.8802245
Uruguay (urban),2000,0.8300387
Uruguay (urban),2001,0.7061025
Uruguay (urban),2002,1.1213923
Uruguay (urban),2003,1.5494643
Uruguay (urban),2004,1.6920056
Uruguay (urban),2005,1.522471
Uzbekistan,2021,4.373623
Uzbekistan,2022,4.3929377
Uzbekistan,2023,4.0662766
Uzbekistan,2024,2.7184038
Uzbekistan,2025,2.3006623
Vanuatu,2010,25.711266
Vanuatu,2019,19.495604
Venezuela,1981,11.33
Venezuela,1987,12.279
Venezuela,1989,7.2639627
Venezuela,1992,6.884314
Venezuela,1995,15.14426
Venezuela,1998,14.864723
Venezuela,1999,16.7047
Venezuela,2001,14.738451
Venezuela,2002,22.137087
Venezuela,2003,27.116314
Venezuela,2004,22.75986
Venezuela,2005,18.11188
Venezuela,2006,9.71206
Vietnam,1992,57.46466
Vietnam,1997,38.14493
Vietnam,2002,43.308372
Vietnam,2004,30.85449
Vietnam,2006,23.74107
Vietnam,2008,17.551384
Vietnam,2010,5.216893
Vietnam,2012,3.7219102
Vietnam,2014,3.413611
Vietnam,2016,2.5073142
Vietnam,2018,2.2435725
Vietnam,2020,1.3027537
Vietnam,2022,1.6033597
Western and Central Africa (WB),1981,54.450195
Western and Central Africa (WB),1982,56.190277
Western and Central Africa (WB),1983,58.97044
Western and Central Africa (WB),1984,59.547348
Western and Central Africa (WB),1985,58.502846
Western and Central Africa (WB),1986,58.967937
Western and Central Africa (WB),1987,59.858913
Western and Central Africa (WB),1988,60.115982
Western and Central Africa (WB),1989,61.060066
Western and Central Africa (WB),1990,61.360516
Western and Central Africa (WB),1991,62.64078
Western and Central Africa (WB),1992,63.620728
Western and Central Africa (WB),1993,64.089584
Western and Central Africa (WB),1994,64.38169
Western and Central Africa (WB),1995,64.6615
Western and Central Africa (WB),1996,64.289566
Western and Central Africa (WB),1997,63.467365
Western and Central Africa (WB),1998,62.6307
Western and Central Africa (WB),1999,62.13298
Western and Central Africa (WB),2000,61.481403
Western and Central Africa (WB),2001,59.932632
Western and Central Africa (WB),2002,57.703815
Western and Central Africa (WB),2003,56.507862
Western and Central Africa (WB),2004,54.368507
Western and Central Africa (WB),2005,53.377747
Western and Central Africa (WB),2006,52.338947
Western and Central Africa (WB),2007,51.44417
Western and Central Africa (WB),2008,49.615555
Western and Central Africa (WB),2009,48.670467
Western and Central Africa (WB),2010,46.30581
Western and Central Africa (WB),2011,45.11962
Western and Central Africa (WB),2012,43.537323
Western and Central Africa (WB),2013,42.045094
Western and Central Africa (WB),2014,40.4411
Western and Central Africa (WB),2015,40.30258
Western and Central Africa (WB),2016,38.970947
Western and Central Africa (WB),2017,37.011986
Western and Central Africa (WB),2018,35.180527
Western and Central Africa (WB),2019,33.827667
Western and Central Africa (WB),2020,36.662216
Western and Central Africa (WB),2021,37.097744
Western and Central Africa (WB),2022,36.6953
Western and Central Africa (WB),2023,36.548695
Western and Central Africa (WB),2024,35.5424
Western and Central Africa (WB),2025,34.7912
Western and Central Africa (WB),2026,33.811527
World,1990,43.41358
World,1991,43.11764
World,1992,42.509094
World,1993,42.056377
World,1994,40.7329
World,1995,39.404182
World,1996,38.07438
World,1997,37.68876
World,1998,37.917336
World,1999,37.325615
World,2000,36.20489
World,2001,35.254436
World,2002,33.739685
World,2003,32.154854
World,2004,30.26231
World,2005,28.329739
World,2006,26.992405
World,2007,25.285276
World,2008,24.138277
World,2009,23.060171
World,2010,20.983961
World,2011,19.101923
World,2012,17.825226
World,2013,15.503942
World,2014,14.507513
World,2015,13.421565
World,2016,12.573676
World,2017,11.793226
World,2018,11.118861
World,2019,10.763255
World,2020,11.411948
World,2021,11.326881
World,2022,10.888746
World,2023,10.618219
World,2024,10.400172
World,2025,10.196656
World,2026,9.975935
World (excluding China),1990,32.592037
World (excluding China),1991,32.657192
World (excluding China),1992,32.538044
World (excluding China),1993,32.592102
World (excluding China),1994,32.314674
World (excluding China),1995,31.951162
World (excluding China),1996,31.583633
World (excluding China),1997,31.538364
World (excluding China),1998,32.210567
World (excluding China),1999,31.83501
World (excluding China),2000,31.43764
World (excluding China),2001,31.126076
World (excluding China),2002,30.174572
World (excluding China),2003,29.429249
World (excluding China),2004,28.282684
World (excluding China),2005,27.198172
World (excluding China),2006,26.15692
World (excluding China),2007,24.712132
World (excluding China),2008,23.675602
World (excluding China),2009,22.958557
World (excluding China),2010,21.078623
World (excluding China),2011,19.995201
World (excluding China),2012,18.976736
World (excluding China),2013,17.689548
World (excluding China),2014,16.778603
World (excluding China),2015,15.826445
World (excluding China),2016,14.942612
World (excluding China),2017,14.087669
World (excluding China),2018,13.429885
World (excluding China),2019,13.141793
World (excluding China),2020,13.911059
World (excluding China),2021,13.784972
World (excluding China),2022,13.226583
World (excluding China),2023,12.869601
World (excluding China),2024,12.576609
World (excluding China),2025,12.303114
World (excluding China),2026,12.010841
World (excluding India),1990,42.24974
World (excluding India),1991,41.903503
World (excluding India),1992,41.27909
World (excluding India),1993,40.87189
World (excluding India),1994,39.385586
World (excluding India),1995,37.801575
World (excluding India),1996,36.235435
World (excluding India),1997,35.74797
World (excluding India),1998,36.01065
World (excluding India),1999,35.34206
World (excluding India),2000,33.982883
World (excluding India),2001,32.812614
World (excluding India),2002,30.945227
World (excluding India),2003,29.043652
World (excluding India),2004,26.794455
World (excluding India),2005,24.753513
World (excluding India),2006,23.700066
World (excluding India),2007,22.200281
World (excluding India),2008,21.050718
World (excluding India),2009,20.227386
World (excluding India),2010,18.689104
World (excluding India),2011,17.066286
World (excluding India),2012,16.05086
World (excluding India),2013,13.804173
World (excluding India),2014,13.24504
World (excluding India),2015,12.620354
World (excluding India),2016,12.246362
World (excluding India),2017,11.802622
World (excluding India),2018,11.389302
World (excluding India),2019,11.211827
World (excluding India),2020,11.792801
World (excluding India),2021,12.021751
World (excluding India),2022,11.891725
World (excluding India),2023,11.9102745
World (excluding India),2024,11.85204
World (excluding India),2025,11.766814
World (excluding India),2026,11.624542
Yemen,1998,14.132502
Yemen,2005,22.467113
Yemen,2014,33.300495
Zambia,1991,62.984104
Zambia,1993,67.059
Zambia,1996,56.060184
Zambia,1998,56.623684
Zambia,2002,67.98157
Zambia,2004,68.93102
Zambia,2006,71.96303
Zambia,2010,71.367195
Zambia,2015,67.89284
Zambia,2022,71.65615
Zimbabwe,2011,35.717
Zimbabwe,2017,44.65687
Zimbabwe,2019,49.219894
